album_id,album_name,image_url,track_id,music_name,artist_name
2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,3158701706,This is serious,衿(oblivious)
2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,1619575731,Hamactor,ふぁ×アメミヤトワ(Nettle)
2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,832887740,cotton,フトンガメ(k-u3k)
2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,3756122176,れいめいストローリング,フトンガメ(ゆせい)
2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,3590685921,とびらがクロージング,フトンガメ(かーぼんぶりゅれ)
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,3706309303,新目鳥 - Sesquifractal Original Mix,
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1505410129,Sesquifractal TX Remix,フトンガメ
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,3615631562,Sesquifractal 途中で力尽きちゃってごめんねRemix,1 Room Songs
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1790943850,Sesquifractal - Hardcore sQRanble Remix,ゆせい
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1227963487,Sesquifractal - unstable Remix,3mol
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1453746068,Sesquifractal - hi-speed remix,k-u3k
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1673544135,Sesquifractal - やわらか”非対称”浪人生 Remix,やわらか浪人生
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,108818549,Sesquifractal - DₓJ ̶̫͟ ̛͟͏wi(l)d-s ͦͬͬcre◙en ̛͟͏ re⋮a°ct,DJ wi(l)d-screen
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1652258361,Sesquifractal - Love Suicide Remix,oblivious
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2818285335,Sesquifractal - Lem remix,Lem
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2332287768,Sesquifractal - Singing remix,人畜無害な人間
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,520242708,Sesquifractal -ふぁ remix,ふぁ
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2712967001,Sesquifractal - Colour Remix,ひまり
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2352621385,Sesquifractal - TeIXe Remix,TeIXe
3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2496627746,Sesquifractal - last express,新目鳥
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3181980332,Sesquifractal,新目鳥
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3872909120,BrokeN HeartZ,rabasu
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3032521362,Elsewhere,Lem
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,14855414,はなしたがりペイシェンス,フトンガメ
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1617997979,代表挨拶ver.8（副代表 Remix）,フトンガメ
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,2477772589,Encounter,Lem
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,448295639,Λvalonia,TeIXe
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3319127228,セントラル,かしわな
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1865822791,木漏れ日,ひまり
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3829484706,Pseudo insomnia,3k-Telivirulé
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1899464636,キャンプ場のテーマ ゆらめく草原～大はしゃぎ～日の入り,Daiyaki
3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1371915872,わたしのイノセンス,フトンガメ
