,album_id,album_name,image_url,track_id,music_name,artist_name
0,2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,3158701706,This is serious,衿(oblivious)
1,2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,1619575731,Hamactor,ふぁ×アメミヤトワ(Nettle)
2,2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,832887740,cotton,フトンガメ(k-u3k)
3,2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,3756122176,れいめいストローリング,フトンガメ(ゆせい)
4,2440478802,exp80.「印象」-12月EP,https://f4.bcbits.com/img/a1852351538_10.jpg,3590685921,とびらがクロージング,フトンガメ(かーぼんぶりゅれ)
5,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,3706309303,新目鳥 - Sesquifractal Original Mix,
6,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1505410129,Sesquifractal TX Remix,フトンガメ
7,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,3615631562,Sesquifractal 途中で力尽きちゃってごめんねRemix,1 Room Songs
8,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1790943850,Sesquifractal - Hardcore sQRanble Remix,ゆせい
9,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1227963487,Sesquifractal - unstable Remix,3mol
10,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1453746068,Sesquifractal - hi-speed remix,k-u3k
11,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1673544135,Sesquifractal - やわらか”非対称”浪人生 Remix,やわらか浪人生
12,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,108818549,Sesquifractal - DₓJ ̶̫͟ ̛͟͏wi(l)d-s ͦͬͬcre◙en ̛͟͏ re⋮a°ct,DJ wi(l)d-screen
13,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,1652258361,Sesquifractal - Love Suicide Remix,oblivious
14,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2818285335,Sesquifractal - Lem remix,Lem
15,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2332287768,Sesquifractal - Singing remix,人畜無害な人間
16,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,520242708,Sesquifractal -ふぁ remix,ふぁ
17,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2712967001,Sesquifractal - Colour Remix,ひまり
18,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2352621385,Sesquifractal - TeIXe Remix,TeIXe
19,3986484619,exp.79「Sesquifractal Remixes」-11月EP,https://f4.bcbits.com/img/a0403865085_10.jpg,2496627746,Sesquifractal - last express,新目鳥
